34700,24.55
34731,25.7
34759,25.9
34790,26.05
34820,25.8
34851,25.54
34881,25.63
34912,25.92
34943,26.055
34973,26.01
35004,26.185
35034,26.23
35065,26.175
35096,26.155
35125,26.18
35156,26.17
35186,26.19
35217,26.19
35247,26.205
35278,26.195
35309,26.235
35339,26.28
35370,26.286
35400,26.3
35431,26.35
35462,26.331
35490,26.365
35521,26.4
35551,26.375
35582,26.376
35612,29.55
35643,30.6
35674,34.55
35704,35.3
35735,34.95
35765,40.5
35796,43.1
35827,39.85
35855,37.865
35886,40.25
35916,39.1
35947,41.7
35977,42.1
36008,43.85
36039,43.75
36069,40.35
36100,39.35
36130,38.9
36161,38.5
36192,38.95
36220,38.75
36251,38.025
36281,37.975
36312,38.05
36342,38.505
36373,39.675
36404,40.9
36434,40.1
36465,41
36495,40.3
36526,40.575
36557,41
36586,41.15
36617,41.295
36647,42.65
36678,43.25
36708,44.9
36739,45.105
36770,46.2
36800,51.15
36831,49.625
36861,50
36892,48.925
36923,48.3
36951,49.525
36982,51.4
37012,50.5
37043,52.425
37073,53.55
37104,51
37135,51.35
37165,51.95
37196,51.95
37226,51.55
37257,51.225
37288,51.25
37316,51.02
37347,50.625
37377,50.175
37408,50.325
37438,51.275
37469,51.845
37500,52.425
37530,53.125
37561,53.525
37591,53.385
37622,53.825
37653,54.525
37681,53.525
37712,52.475
37742,53.175
37773,53.475
37803,54.765
37834,54.99
37865,54.88
37895,55.4
37926,55.675
37956,55.54
37987,55.8
38018,56.35
38047,56.175
38078,56.02
38108,55.77
38139,56.03
38169,56
38200,56.1
38231,56.21
38261,56.28
38292,56.18
38322,56.125
38353,55.08
38384,54.67
38412,54.8
38443,54.07
38473,54.45
38504,55.975
38534,56.155
38565,56.275
38596,56.03
38626,54.92
38657,54.01
38687,53.03
38718,52.085
38749,51.7
38777,51.1
38808,51.715
38838,52.86
38869,53.03
38899,51.475
38930,50.8
38961,50.13
38991,49.84
39022,49.535
39052,49.05
39083,48.825
39114,48.3
39142,48.125
39173,47.42
39203,46.25
39234,46.22
39264,45.4
39295,46.475
39326,45.2
39356,43.425
39387,42.35
39417,41.23
39448,40.4
39479,40.4
39508,41.81
39539,42.215
39569,43.435
39600,44.825
39630,44.245
39661,46.025
39692,47.3
39722,48.87
39753,48.95
39783,47.47
39814,46.475
39845,48.69
39873,48.24
39904,48.1
39934,47.17
39965,48.16
39995,48.02
40026,48.8
40057,47.6
40087,47.475
40118,47.105
40148,46.5
40179,46.5
40210,46.35
40238,45.175
40269,44.5
40299,46.26
40330,46.34
40360,45.42
40391,45.225
40422,43.885
40452,42.8
40483,44.05
40513,43.63
40544,44.22
40575,43.54
40603,43.44
40634,42.78
40664,43.185
40695,43.33
40725,42.13
40756,42.4
40787,43.72
40817,42.61
40848,43.62
40878,43.79
40909,42.84
40940,42.74
40969,42.88
41000,42.14
41030,43.4
41061,41.88
41091,41.72
41122,42.105
41153,41.65
41183,41.05
41214,40.75
41244,41.01
41275,40.66
41306,40.6
41334,40.825
41365,41.15
41395,42.295
41426,43.075
41456,43.4
41487,44.545
41518,43.45
41548,43.2
41579,43.665
41609,44.37
41640,45.35
41671,44.62
41699,44.74
41730,44.54
41760,43.82
41791,43.6
41821,43.59
41852,43.641
41883,44.93
41913,44.95
41944,44.9
41974,44.75
42005,44.15
42036,44.08
42064,44.65
42095,44.59
42125,44.51
42156,45.087
42186,45.65
42217,46.73
42248,46.7
42278,46.69
42309,47.13
42339,46.9
42370,47.68
42401,47.46
42430,45.91
42461,47.01
42491,46.74
42522,47.067
42552,46.97
42583,46.619
42614,48.38
42644,48.48
42675,49.69
42705,49.559
42736,49.755
42767,50.247
42795,50.169
42826,50.207
42856,49.765
42887,50.449
42917,50.449
42948,51.149
42979,50.885
43009,51.587
43040,50.31
43070,49.977
43101,51.34
43132,52.079
43160,52.124
43191,51.649
43221,52.541
43252,53.311
43282,52.99
43313,53.47
43344,53.965
43374,53.367
43405,52.358
43435,52.47
43466,52.1
43497,51.87
43525,52.67
43556,51.75
43586,52.09
43617,51.22
43647,50.98
43678,52.12
43709,51.8
43739,50.76
43770,50.84
43800,50.65
43831,51
43862,50.96
43891,50.87
43922,50.44
43952,50.46
43983,49.74
44013,49.14
44044,48.48
44075,48.47
44105,48.53
44136,48.12
44166,48.01
44197,48.06
44228,48.73
44256,48.57
44287,48.23
44317,47.637
44348,48.84
44378,49.97
44409,49.63
44440,51.02
44470,50.521
44501,50.41
44531,50.99
44562,51.07
44593,51.17
44621,51.71
44652,52.31
44682,52.44
44713,55.01
44743,55.34
44774,56.24
44805,58.75
44835,58.13
